2,-12,10
2,-11,20
2,-10,20
2,-9,20
2,-8,20
2,-7,10
2,-6,10
2,-5,10
2,-4,20
2,-3,20
2,-2,20
2,-1,20
4,-12,25
4,-11,62
4,-10,25
4,-9,25
4,-8,25
4,-7,25
4,-6,10
4,-5,10
4,-4,25
4,-3,10
4,-2,25
4,-1,25
5,-12,60
5,-11,60
5,-10,60
5,-9,60
5,-8,60
5,-7,60
5,-6,60
5,-5,10
5,-4,29
5,-3,29
5,-2,29
5,-1,9
7,-12,10
7,-11,24
7,-10,24
7,-9,24
7,-8,24
7,-7,10
7,-6,10
7,-5,10
7,-4,24
7,-3,24
7,-2,24
7,-1,24
8,-12,10
8,-11,20
8,-10,20
8,-9,20
8,-8,6
8,-7,7
8,-6,10
8,-5,10
8,-4,11
8,-3,11
8,-2,11
8,-1,11
10,-12,10
10,-11,11
10,-10,11
10,-9,11
10,-8,61
10,-7,10
10,-6,10
10,-5,10
10,-4,21
10,-3,21
10,-2,21
10,-1,21
11,-12,10
11,-11,28
11,-10,28
11,-9,28
11,-8,10
11,-7,10
11,-6,10
11,-5,6
11,-4,7
11,-3,28
11,-2,28
11,-1,10
12,-12,10
12,-11,23
12,-10,23
12,-9,23
12,-8,62
12,-7,10
12,-6,10
12,-5,10
12,-4,23
12,-3,23
12,-2,28
12,-1,23
13,-12,10
13,-11,61
13,-10,61
13,-9,22
13,-8,22
13,-7,10
13,-6,10
13,-5,10
13,-4,23
13,-3,23
13,-2,23
13,-1,23
14,-12,10
14,-11,20
14,-10,61
14,-9,20
14,-8,20
14,-7,10
14,-6,10
14,-5,10
14,-4,20
14,-3,20
14,-2,20
14,-1,20
15,-12,10
15,-11,6
15,-10,7
15,-9,61
15,-8,11
15,-7,10
15,-6,10
15,-5,10
15,-4,11
15,-3,26
15,-2,26
15,-1,26
17,-12,3
17,-11,22
17,-10,21
17,-9,21
17,-8,22
17,-7,10
17,-6,3
17,-5,10
17,-4,20
17,-3,22
17,-2,22
17,-1,22
18,-12,10
18,-11,31
18,-10,31
18,-9,61
18,-8,31
18,-7,10
18,-6,10
18,-5,3
18,-4,27
18,-3,27
18,-2,27
18,-1,27
19,-12,10
19,-11,61
19,-10,61
19,-9,61
19,-8,61
19,-7,10
19,-6,10
19,-5,10
19,-4,61
19,-3,61
19,-2,61
19,-1,61
20,-12,10
20,-11,25
20,-10,25
20,-9,25
20,-8,25
20,-7,25
20,-6,10
20,-5,10
